Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink
970930143017a,50721.6043634259,none,10,54.016244002701,-3.4647240586417,970930143017a,NEAT-GEODSS-Maui,https://sbnarchive.psi.edu/pds3/neat/geodss/data/g19970930/obsdata/970930143017a.fit.fz,
980128062256a,50841.2659259259,none,20,52.1189678086421,-3.78921176954747,980128062256a,NEAT-GEODSS-Maui,https://sbnarchive.psi.edu/pds3/neat/geodss/data/g19980128/obsdata/980128062256a.fit.fz,
980128063716a,50841.2758796296,none,20,52.11891513696,-3.78915315329238,980128063716a,NEAT-GEODSS-Maui,https://sbnarchive.psi.edu/pds3/neat/geodss/data/g19980128/obsdata/980128063716a.fit.fz,
980128065113a,50841.2855671296,none,20,52.1188638739392,-3.78909610468126,980128065113a,NEAT-GEODSS-Maui,https://sbnarchive.psi.edu/pds3/neat/geodss/data/g19980128/obsdata/980128065113a.fit.fz,
N20031124S0035,52967.4292407292,g,30,54.4369959809844,-5.15224539140353,Q0337-0508,Gemini/GMOS,,
N20031124S0036,52967.4354907188,g,120,54.4368472833151,-5.15227646774071,Q0337-0508,Gemini/GMOS,,
01566a112-w1-int-1b,55231.3704623763,w1,8,54.9830519439353,-6.93262446911374,01566a112,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/01566a/112/01566a112-w1-int-1b.fits,
01566a112-w2-int-1b,55231.3704623763,w2,8,54.9830519439353,-6.93262446911374,01566a112,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/01566a/112/01566a112-w2-int-1b.fits,
01566a112-w3-int-1b,55231.3704681633,w3,9,54.9830519109012,-6.93262440336692,01566a112,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/01566a/112/01566a112-w3-int-1b.fits,
01566a112-w4-int-1b,55231.3704681633,w4,9,54.9830519109012,-6.93262440336692,01566a112,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/01566a/112/01566a112-w4-int-1b.fits,
01570b111-w1-int-1b,55231.5027591463,w1,8,54.9822967498732,-6.93112143081008,01570b111,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/0b/01570b/111/01570b111-w1-int-1b.fits,
01570b111-w2-int-1b,55231.5027591463,w2,8,54.9822967498732,-6.93112143081008,01570b111,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/0b/01570b/111/01570b111-w2-int-1b.fits,
