Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink
02373b201-w1-int-1b,55258.0785569663,w1,8,246.578890747898,-52.4791128995538,02373b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02373b/201/02373b201-w1-int-1b.fits,
02373b201-w2-int-1b,55258.0785569663,w2,8,246.578890747898,-52.4791128995538,02373b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02373b/201/02373b201-w2-int-1b.fits,
02373b201-w3-int-1b,55258.0785627533,w3,9,246.578890758266,-52.4791130572495,02373b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02373b/201/02373b201-w3-int-1b.fits,
02373b201-w4-int-1b,55258.0785627533,w4,9,246.578890758266,-52.4791130572495,02373b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02373b/201/02373b201-w4-int-1b.fits,
02373b202-w1-int-1b,55258.0786843263,w1,8,246.578890976085,-52.4791163701138,02373b202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02373b/202/02373b202-w1-int-1b.fits,
02373b202-w2-int-1b,55258.0786843263,w2,8,246.578890976085,-52.4791163701138,02373b202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02373b/202/02373b202-w2-int-1b.fits,
02373b202-w3-int-1b,55258.0786901133,w3,9,246.578890986453,-52.4791165278097,02373b202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02373b/202/02373b202-w3-int-1b.fits,
02373b202-w4-int-1b,55258.0786901133,w4,9,246.578890986453,-52.4791165278097,02373b202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02373b/202/02373b202-w4-int-1b.fits,
02377b201-w1-int-1b,55258.2109883463,w1,8,246.579128020787,-52.4827216546588,02377b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/02377b/201/02377b201-w1-int-1b.fits,
02377b201-w2-int-1b,55258.2109883463,w2,8,246.579128020787,-52.4827216546588,02377b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/02377b/201/02377b201-w2-int-1b.fits,
02377b201-w3-int-1b,55258.2109941333,w3,9,246.579128031156,-52.4827218123545,02377b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/02377b/201/02377b201-w3-int-1b.fits,
02377b201-w4-int-1b,55258.2109941333,w4,9,246.579128031156,-52.4827218123545,02377b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/02377b/201/02377b201-w4-int-1b.fits,
02381b201-w1-int-1b,55258.3432924163,w1,8,246.579365065579,-52.4863269405663,02381b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/1b/02381b/201/02381b201-w1-int-1b.fits,
02381b201-w2-int-1b,55258.3432924163,w2,8,246.579365065579,-52.4863269405663,02381b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/1b/02381b/201/02381b201-w2-int-1b.fits,
02381b201-w3-int-1b,55258.3432982033,w3,9,246.579365075948,-52.4863270982621,02381b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/1b/02381b/201/02381b201-w3-int-1b.fits,
02381b201-w4-int-1b,55258.3432982033,w4,9,246.579365075948,-52.4863270982621,02381b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/1b/02381b/201/02381b201-w4-int-1b.fits,
02384a176-w1-int-1b,55258.4093807863,w1,8,246.579483473909,-52.488127848649,02384a176,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/4a/02384a/176/02384a176-w1-int-1b.fits,
02384a176-w2-int-1b,55258.4093807863,w2,8,246.579483473909,-52.488127848649,02384a176,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/4a/02384a/176/02384a176-w2-int-1b.fits,
02384a176-w3-int-1b,55258.4093865733,w3,9,246.579483484277,-52.4881280063447,02384a176,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/4a/02384a/176/02384a176-w3-int-1b.fits,
02384a176-w4-int-1b,55258.4093865733,w4,9,246.579483484277,-52.4881280063447,02384a176,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/4a/02384a/176/02384a176-w4-int-1b.fits,
02385b201-w1-int-1b,55258.4755964763,w1,8,246.579602110354,-52.4899322262014,02385b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/5b/02385b/201/02385b201-w1-int-1b.fits,
02385b201-w2-int-1b,55258.4755964763,w2,8,246.579602110354,-52.4899322262014,02385b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/5b/02385b/201/02385b201-w2-int-1b.fits,
02385b201-w3-int-1b,55258.4756022633,w3,9,246.579602120722,-52.4899323838971,02385b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/5b/02385b/201/02385b201-w3-int-1b.fits,
02385b201-w4-int-1b,55258.4756022633,w4,9,246.579602120722,-52.4899323838971,02385b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/5b/02385b/201/02385b201-w4-int-1b.fits,
02388a177-w1-int-1b,55258.5418121763,w1,8,246.579720746816,-52.4917366040264,02388a177,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/8a/02388a/177/02388a177-w1-int-1b.fits,
02388a177-w2-int-1b,55258.5418121763,w2,8,246.579720746816,-52.4917366040264,02388a177,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/8a/02388a/177/02388a177-w2-int-1b.fits,
02388a177-w3-int-1b,55258.5418179633,w3,9,246.579720757184,-52.4917367617221,02388a177,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/8a/02388a/177/02388a177-w3-int-1b.fits,
02388a177-w4-int-1b,55258.5418179633,w4,9,246.579720757184,-52.4917367617221,02388a177,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/8a/02388a/177/02388a177-w4-int-1b.fits,
02389b201-w1-int-1b,55258.6079004963,w1,8,246.579839155056,-52.4935375107465,02389b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02389b/201/02389b201-w1-int-1b.fits,
02389b201-w2-int-1b,55258.6079004963,w2,8,246.579839155056,-52.4935375107465,02389b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02389b/201/02389b201-w2-int-1b.fits,
02389b201-w3-int-1b,55258.6079062833,w3,9,246.579839165424,-52.4935376684422,02389b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02389b/201/02389b201-w3-int-1b.fits,
02389b201-w4-int-1b,55258.6079062833,w4,9,246.579839165424,-52.4935376684422,02389b201,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02389b/201/02389b201-w4-int-1b.fits,
