Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink
02086a179-w1-int-1b,55248.5541935063,w1,8,219.650117448006,-67.0775403557598,02086a179,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/02086a/179/02086a179-w1-int-1b.fits,
02086a179-w2-int-1b,55248.5541935063,w2,8,219.650117448006,-67.0775403557598,02086a179,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/02086a/179/02086a179-w2-int-1b.fits,
02086a179-w3-int-1b,55248.5541992933,w3,9,219.650117204711,-67.0775407219482,02086a179,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/02086a/179/02086a179-w3-int-1b.fits,
02086a179-w4-int-1b,55248.5541992933,w4,9,219.650117204711,-67.0775407219482,02086a179,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/02086a/179/02086a179-w4-int-1b.fits,
02089b227-w1-int-1b,55248.6864975563,w1,8,219.644555165237,-67.0859122620348,02089b227,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02089b/227/02089b227-w1-int-1b.fits,
02089b227-w2-int-1b,55248.6864975563,w2,8,219.644555165237,-67.0859122620348,02089b227,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02089b/227/02089b227-w2-int-1b.fits,
02089b227-w3-int-1b,55248.6865033433,w3,9,219.644554921942,-67.0859126282232,02089b227,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02089b/227/02089b227-w3-int-1b.fits,
02089b227-w4-int-1b,55248.6865033433,w4,9,219.644554921942,-67.0859126282232,02089b227,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02089b/227/02089b227-w4-int-1b.fits,
02089b228-w1-int-1b,55248.6866249163,w1,8,219.644549810811,-67.0859203210925,02089b228,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02089b/228/02089b228-w1-int-1b.fits,
02089b228-w2-int-1b,55248.6866249163,w2,8,219.644549810811,-67.0859203210925,02089b228,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02089b/228/02089b228-w2-int-1b.fits,
02089b228-w3-int-1b,55248.6866307033,w3,9,219.644549567516,-67.0859206872809,02089b228,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02089b/228/02089b228-w3-int-1b.fits,
02089b228-w4-int-1b,55248.6866307033,w4,9,219.644549567516,-67.0859206872809,02089b228,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/02089b/228/02089b228-w4-int-1b.fits,
02092a202-w1-int-1b,55248.7527133063,w1,8,219.641771344748,-67.0901022475485,02092a202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/02092a/202/02092a202-w1-int-1b.fits,
02092a202-w2-int-1b,55248.7527133063,w2,8,219.641771344748,-67.0901022475485,02092a202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/02092a/202/02092a202-w2-int-1b.fits,
02092a202-w3-int-1b,55248.7527190933,w3,9,219.641771101452,-67.0901026137374,02092a202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/02092a/202/02092a202-w3-int-1b.fits,
02092a202-w4-int-1b,55248.7527190933,w4,9,219.641771101452,-67.0901026137374,02092a202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/02092a/202/02092a202-w4-int-1b.fits,
02093b226-w1-int-1b,55248.8188017163,w1,8,219.638992877844,-67.0942841752701,02093b226,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02093b/226/02093b226-w1-int-1b.fits,
02093b226-w2-int-1b,55248.8188017163,w2,8,219.638992877844,-67.0942841752701,02093b226,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02093b/226/02093b226-w2-int-1b.fits,
02093b226-w3-int-1b,55248.8188075033,w3,9,219.638992634549,-67.094284541459,02093b226,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02093b/226/02093b226-w3-int-1b.fits,
02093b226-w4-int-1b,55248.8188075033,w4,9,219.638992634549,-67.094284541459,02093b226,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02093b/226/02093b226-w4-int-1b.fits,
02093b227-w1-int-1b,55248.8189290263,w1,8,219.638987525519,-67.0942922311644,02093b227,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02093b/227/02093b227-w1-int-1b.fits,
02093b227-w2-int-1b,55248.8189290263,w2,8,219.638987525519,-67.0942922311644,02093b227,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02093b/227/02093b227-w2-int-1b.fits,
02093b227-w3-int-1b,55248.8189348133,w3,9,219.638987282224,-67.0942925973528,02093b227,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02093b/227/02093b227-w3-int-1b.fits,
02093b227-w4-int-1b,55248.8189348133,w4,9,219.638987282224,-67.0942925973528,02093b227,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/02093b/227/02093b227-w4-int-1b.fits,
02096a202-w1-int-1b,55248.8850174663,w1,8,219.636209057354,-67.0984741607843,02096a202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/02096a/202/02096a202-w1-int-1b.fits,
02096a202-w2-int-1b,55248.8850174663,w2,8,219.636209057354,-67.0984741607843,02096a202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/02096a/202/02096a202-w2-int-1b.fits,
02096a202-w3-int-1b,55248.8850232533,w3,9,219.636208814059,-67.0984745269727,02096a202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/02096a/202/02096a202-w3-int-1b.fits,
02096a202-w4-int-1b,55248.8850232533,w4,9,219.636208814059,-67.0984745269727,02096a202,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/6a/02096a/202/02096a202-w4-int-1b.fits,
02097b226-w1-int-1b,55248.9511058563,w1,8,219.633430591291,-67.1026560872403,02097b226,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/02097b/226/02097b226-w1-int-1b.fits,
