Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink
674185p,52607.4859498444,R,120,79.862886379279,21.5965179529766,K02W10,CFHT/CFH12K,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/674185p.fits.fz,
674302p,52608.3965283333,R,90,79.8378124268064,21.5953544360185,K02W10,CFHT/CFH12K,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/674302p.fits.fz,
674318p,52608.4304282333,R,90,79.8368773545647,21.5953111194796,K02W10,CFHT/CFH12K,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/674318p.fits.fz,
674334p,52608.4672726333,R,90,79.8358610631981,21.5952640405241,K02W10,CFHT/CFH12K,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/674334p.fits.fz,
692557p,52701.2826251912,R.MP9601,140,77.9572101036887,21.5591908405008,VW CFHTLS K03C7903,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/692557p.fits.fz,
692570p,52701.3174437433,R.MP9601,10,77.9571230573085,21.559231462145,VW CFHTLS K03C7903,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/692570p.fits.fz,
692579p,52701.3283540002,R.MP9601,140,77.9570957816662,21.559244190778,VW CFHTLS K03C7903,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/692579p.fits.fz,
692592p,52701.3606081218,R.MP9601,140,77.9570151463622,21.5592818205865,VW CFHTLS K03C7903,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/692592p.fits.fz,
904844p,54197.2663084461,R.MP9601,30,80.2191497493972,22.9576307451392,Field 5,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/904844p.fits.fz,
904859p,54197.2821040757,R.MP9601,30,80.2194057702269,22.9576632139334,Field 5,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/904859p.fits.fz,
